CD_CLIENTE,Recencia,Frequencia,Monetario,R_Score,F_Score,M_Score,RFM_Score,Segmento
TEYWC6,4162,22,14664.572091813934,1,4,4,144,Clientes Regulares
TEYYP8,369,42,103915.29320875909,4,5,5,455,Amantes
TEYYQD,1220,4,5576.70686470395,2,2,3,223,Prestes a te largar
TEYYSH,4694,4,1660.977676924041,1,2,3,123,Clientes Regulares
TEYYTA,246,69,204257.69861352153,5,5,5,555,Almas Gêmeas
TEYYVO,4001,6,10562.326160334163,1,2,4,124,Clientes Regulares
TEYYW2,4653,22,20499.521914629207,1,4,4,144,Clientes Regulares
TEYYXN,4687,4,5226.012675357341,1,2,3,123,Clientes Regulares
TEYYY6,183,34,25924.42328592018,5,5,4,554,Amantes
TEYYYD,344,36,93489.68910160172,4,5,5,455,Amantes
TEYYZJ,810,15,73344.63223637812,3,4,5,345,Prestes a te largar
TEYZ13,4618,10,9516.023896175255,1,3,4,134,Clientes Regulares
TEYZ15,1129,22,13337.93139521792,2,4,4,244,Prestes a te largar
TEZAMM,172,40,253308.44510970227,5,5,5,555,Almas Gêmeas
TEZAN4,682,6,145.14658334216554,3,2,1,321,Prestes a te largar
TEZANX,1788,20,348056.79433040385,2,4,5,245,Prestes a te largar
TEZAO7,1499,11,5755.072328967424,2,3,3,233,Prestes a te largar
TEZAP4,347,24,119334.44929039989,4,4,5,445,Amantes
TEZAPE,621,32,155694.28848657408,3,5,5,355,Prestes a te largar
TEZAPV,190,77,106752.35463450442,5,5,5,555,Almas Gêmeas
TEZARL,4293,35,22980.49980588229,1,5,4,154,Clientes Regulares
TEZARZ,333,7,160.89843689976044,4,3,1,431,Clientes Regulares
TEZAS9,248,30,23781.666739203072,5,5,4,554,Amantes
TEZASM,855,25,29996.893295662994,3,4,4,344,Prestes a te largar
TEZASO,306,50,1006384.0446705226,4,5,5,455,Amantes
TEZASU,3382,6,24561.108137646468,1,2,4,124,Clientes Regulares
TEZASZ,4658,7,4387.86861262834,1,3,3,133,Clientes Regulares
TEZAT6,187,48,331631.4029491776,5,5,5,555,Almas Gêmeas
TEZATG,186,76,493801.7042840305,5,5,5,555,Almas Gêmeas
TEZAU8,2108,52,91408.13651430415,1,5,5,155,Ex-Amantes
TEZAUH,1171,35,20201.043837649522,2,5,4,254,Prestes a te largar
TEZAUP,190,120,706809.1392649878,5,5,5,555,Almas Gêmeas
TEZAWV,1020,22,56665.63475171755,3,4,5,345,Prestes a te largar
TEZAX4,1620,18,22373.420763381004,2,4,4,244,Prestes a te largar
TEZAXR,4643,4,3486.036110775357,1,2,3,123,Clientes Regulares
TEZAXU,409,7,52639.8864127619,4,3,5,435,Amantes
TEZAY0,698,2,837.5513188401259,3,1,2,312,Prestes a te largar
TEZAYS,1220,21,182868.48914097526,2,4,5,245,Prestes a te largar
TEZAZ9,4645,4,16986.480224122337,1,2,4,124,Clientes Regulares
TEZAZB,516,6,2601.376366270328,3,2,3,323,Prestes a te largar
TEZAZD,4649,4,5878.594270008999,1,2,3,123,Clientes Regulares
TEZB04,193,25,17398.69786604843,5,4,4,544,Amantes
TEZB36,1220,35,374243.0128339105,2,5,5,255,Prestes a te largar
TEZB39,193,11,15332.65330858111,5,3,4,534,Amantes
TEZB57,3126,4,2936.058062902519,1,2,3,123,Clientes Regulares
TEZB61,246,59,154842.47768354203,5,5,5,555,Almas Gêmeas
TEZB95,1220,7,4608.840171315678,2,3,3,233,Prestes a te largar
TEZBAC,1488,25,181446.6100557093,2,4,5,245,Prestes a te largar
TEZBBC,843,15,9482.13660193245,3,4,4,344,Prestes a te largar
TEZBBS,548,4,4392.593748309883,3,2,3,323,Prestes a te largar
TEZBBV,611,12,6465.662951439,3,3,3,333,Amigos Platônicos
TEZBBY,194,25,19309.99843380263,5,4,4,544,Amantes
TEZBC3,246,33,120718.67442522169,5,5,5,555,Almas Gêmeas
TEZBC6,242,81,175516.81700681607,5,5,5,555,Almas Gêmeas
TEZBE4,704,11,20415.558271419744,3,3,4,334,Amigos Platônicos
TEZBE9,191,29,42823.73652751872,5,5,5,555,Almas Gêmeas
TEZBFK,4601,4,0.02522314420751856,1,2,1,121,Términos
TEZBFX,198,24,52941.75700263742,5,4,5,545,Amantes
TEZBGE,188,55,241264.43999304337,5,5,5,555,Almas Gêmeas
TEZBGM,327,15,28751.538385133033,4,4,4,444,Amantes
TEZBGP,1220,3,516.2462963526499,2,1,2,212,Prestes a te largar
TEZBHC,183,19,28471.901996876386,5,4,4,544,Amantes
TEZBID,1426,45,185268.45029303373,2,5,5,255,Prestes a te largar
TEZBIK,891,61,70186.51801958737,3,5,5,355,Prestes a te largar
TEZBKX,3440,25,24033.095244520988,1,4,4,144,Clientes Regulares
TEZBMC,157,79,159183.83481825166,5,5,5,555,Almas Gêmeas
TEZBN5,173,40,127099.5161465482,5,5,5,555,Almas Gêmeas
TEZBOG,673,32,33840.770153310405,3,5,4,354,Prestes a te largar
TEZBOW,1215,4,92.4638428073951,2,2,1,221,Prestes a te largar
TEZBOY,597,15,10308.232409444992,3,4,4,344,Prestes a te largar
TEZBQM,1108,15,9973.025230641813,2,4,4,244,Prestes a te largar
TEZBRQ,192,33,107707.9502682357,5,5,5,555,Almas Gêmeas
TEZBRW,766,2,0.00840771473583952,3,1,1,311,Prestes a te largar
TEZBSF,2376,22,39748.18606943385,1,4,5,145,Clientes Regulares
TEZBSK,187,28,14382.724474581708,5,5,4,554,Amantes
TEZBTH,1859,8,2524.3995340063475,2,3,3,233,Prestes a te largar
TEZBVZ,409,32,70539.56636906005,4,5,5,455,Amantes
TEZBX6,443,9,44987.36522606755,4,3,5,435,Amantes
TEZBXP,155,24,69275.33613894825,5,4,5,545,Amantes
TEZBXW,227,30,44372.23579670667,5,5,5,555,Almas Gêmeas
TEZBY6,131,27,13502.436741739362,5,5,4,554,Amantes
TEZBZC,144,29,56856.41841064594,5,5,5,555,Almas Gêmeas
TEZBZW,400,28,21452.506952935033,4,5,4,454,Amantes
TEZC33,4567,8,318.1016831731201,1,3,2,132,Clientes Regulares
TEZC51,248,41,78581.39837888263,5,5,5,555,Almas Gêmeas
TEZCA9,3580,11,5611.140660404575,1,3,3,133,Clientes Regulares
TEZCAC,3977,10,56.53347388378491,1,3,1,131,Clientes Regulares
TEZCAF,367,53,114928.5419258057,4,5,5,455,Amantes
TEZCAY,702,51,85737.07827483464,3,5,5,355,Prestes a te largar
TEZCBR,459,24,54402.727757568005,4,4,5,445,Amantes
TEZCBV,4517,11,11857.488372959207,1,3,4,134,Clientes Regulares
TEZCBY,4505,6,0.09248486209423468,1,2,1,121,Términos
TEZCC3,4513,14,20528.578976756264,1,4,4,144,Clientes Regulares
TEZCEK,4505,14,3866.6869877257514,1,4,3,143,Clientes Regulares
TEZCEQ,592,14,3791.4799794136698,3,4,3,343,Prestes a te largar
TEZCGC,187,24,33479.11230394824,5,4,4,544,Amantes
TEZCH0,193,40,29548.228210357025,5,5,4,554,Amantes
TEZCHF,1016,3,311.8925858407028,3,1,2,312,Prestes a te largar
TEZCJE,390,60,124639.29269912039,4,5,5,455,Amantes
TEZCK6,2122,4,5262.775408039802,1,2,3,123,Clientes Regulares
TEZCKV,337,45,34121.970376507925,4,5,4,454,Amantes
TEZCLG,2437,22,34880.022548663284,1,4,4,144,Clientes Regulares
TEZCO4,436,18,10537.153462415066,4,4,4,444,Amantes
TEZCO9,2810,12,12325.650948737592,1,3,4,134,Clientes Regulares
TEZCOQ,3995,28,27892.21949284186,1,5,4,154,Clientes Regulares
TEZCPC,964,63,113083.55300417308,3,5,5,355,Prestes a te largar
TEZCPI,1320,6,14225.67677103105,2,2,4,224,Prestes a te largar
TEZCPQ,1706,3,2457.402659133803,2,1,3,213,Prestes a te largar
TEZCQ2,188,51,199013.10068474058,5,5,5,555,Almas Gêmeas
TEZCQM,593,18,25446.684323057667,3,4,4,344,Prestes a te largar
TEZCRK,520,4,1683.1908592561326,3,2,3,323,Prestes a te largar
TEZCRL,4607,1,182.838368502934,1,1,2,112,Clientes Regulares
TEZCRS,2775,22,17054.64997520052,1,4,4,144,Clientes Regulares
TEZCS9,1220,39,88269.59966127573,2,5,5,255,Prestes a te largar
TEZCT3,3655,6,6416.7847018221955,1,2,3,123,Clientes Regulares
TEZCTE,170,8,9202.954230271529,5,3,4,534,Amantes
TEZCUV,4265,10,4988.158425480448,1,3,3,133,Clientes Regulares
TEZCV3,1591,13,9690.231745501851,2,4,4,244,Prestes a te largar
TEZCV6,1706,32,32687.391438133214,2,5,4,254,Prestes a te largar
TEZCVK,235,64,90327.86708261246,5,5,5,555,Almas Gêmeas
TEZCVL,1339,26,41240.20651488385,2,5,5,255,Prestes a te largar
TEZCXN,177,38,61884.36214225624,5,5,5,555,Almas Gêmeas
TEZCXS,619,24,20056.851529929878,3,4,4,344,Prestes a te largar
TEZCY4,598,40,29679.724868825524,3,5,4,354,Prestes a te largar
TEZCYO,395,52,76628.93363978177,4,5,5,455,Amantes
TEZD14,275,23,17417.333565760426,4,4,4,444,Amantes
TEZD35,1220,5,609.4836489157424,2,2,2,222,Prestes a te largar
TEZD38,611,19,22900.777854757067,3,4,4,344,Prestes a te largar
TEZD45,1220,17,42817.14067530848,2,4,5,245,Prestes a te largar
TEZD71,624,43,81375.08440430585,3,5,5,355,Prestes a te largar
TEZD92,194,14,80595.86581030294,5,4,5,545,Amantes
TEZDAJ,1027,16,5419.348075707969,3,4,3,343,Prestes a te largar
TEZDAQ,422,23,4184.889563475709,4,4,3,443,Amantes
TEZDAZ,227,41,42973.73856612081,5,5,5,555,Almas Gêmeas
TEZDBB,1557,6,6762.972356070395,2,2,3,223,Prestes a te largar
TEZDC9,267,29,26372.85715907093,4,5,4,454,Amantes
TEZDCB,880,12,15068.499727010514,3,3,4,334,Amigos Platônicos
TEZDCD,4427,4,4580.838277387965,1,2,3,123,Clientes Regulares
TEZDCI,1254,4,7351.04155555395,2,2,3,223,Prestes a te largar
TEZDCS,3929,4,4072.2093705859884,1,2,3,123,Clientes Regulares
TEZDD5,428,55,87400.16208429997,4,5,5,455,Amantes
TEZDDG,1649,31,132070.4513683922,2,5,5,255,Prestes a te largar
TEZDDJ,4419,18,17672.20923412003,1,4,4,144,Clientes Regulares
TEZDDN,3278,27,50350.67588306117,1,5,5,155,Ex-Amantes
TEZDEH,190,58,113503.43427808092,5,5,5,555,Almas Gêmeas
TEZDEP,198,31,97618.88175880995,5,5,5,555,Almas Gêmeas
TEZDET,2637,5,6014.492367141742,1,2,3,123,Clientes Regulares
TEZDFI,1221,44,51497.64371575226,2,5,5,255,Prestes a te largar
TEZDFJ,193,69,396085.21736485214,5,5,5,555,Almas Gêmeas
TEZDG5,1220,23,9682.408366940152,2,4,4,244,Prestes a te largar
TEZDH4,3872,4,2531.277044660261,1,2,3,123,Clientes Regulares
TEZDH6,4415,4,1598.4999487220196,1,2,3,123,Clientes Regulares
TEZDHO,138,28,29081.751381383187,5,5,4,554,Amantes
TEZDI9,4405,4,19542.44652310439,1,2,4,124,Clientes Regulares
TEZDIF,516,90,96730.56465839478,3,5,5,355,Prestes a te largar
TEZDJD,1220,4,1963.0584596680164,2,2,3,223,Prestes a te largar
TEZDJH,2651,5,4372.062108924972,1,2,3,123,Clientes Regulares
TEZDK0,3809,16,360369.07701271103,1,4,5,145,Clientes Regulares
TEZDLE,1881,32,33291.548799763776,1,5,4,154,Clientes Regulares
TEZDLW,267,25,61392.300637341374,4,4,5,445,Amantes
TEZDM8,198,22,30356.999921656385,5,4,4,544,Amantes
TEZDMC,3522,11,29254.050679464774,1,3,4,134,Clientes Regulares
TEZDMR,198,25,33539.55956904162,5,4,4,544,Amantes
TEZDN4,1516,14,9970.990563675747,2,4,4,244,Prestes a te largar
TEZDNZ,3398,3,6404.585107740493,1,1,3,113,Clientes Regulares
TEZDO1,249,105,533143.5076655647,5,5,5,555,Almas Gêmeas
TEZDPI,1388,36,62140.14584380739,2,5,5,255,Prestes a te largar
TEZDR4,452,9,496.6016708723612,4,3,2,432,Clientes Regulares
TEZDSL,920,20,110833.0221661146,3,4,5,345,Prestes a te largar
TEZDT9,758,71,90952.8209266421,3,5,5,355,Prestes a te largar
TEZDTC,218,7,13437.230710105556,5,3,4,534,Amantes
TEZDTW,365,38,27794.782486768203,4,5,4,454,Amantes
TEZDU6,1706,18,42192.72072116451,2,4,5,245,Prestes a te largar
TEZDV1,1233,74,293507.225834974,2,5,5,255,Prestes a te largar
TEZDWI,278,16,25284.306128364457,4,4,4,444,Amantes
TEZDWO,4174,20,28092.726673862173,1,4,4,144,Clientes Regulares
TEZE52,1863,9,14819.194169663404,1,3,4,134,Clientes Regulares
TEZE63,192,47,267660.7084337961,5,5,5,555,Almas Gêmeas
TEZE87,2683,5,1859.4501909782664,1,2,3,123,Clientes Regulares
TEZEAU,4902,2,229.7744360157579,1,1,2,112,Clientes Regulares
TEZEB8,1429,27,16769.208059918754,2,5,4,254,Prestes a te largar
TEZEBG,155,92,265801.01021523314,5,5,5,555,Almas Gêmeas
TEZEDE,198,45,119574.96037813333,5,5,5,555,Almas Gêmeas
TEZEDP,836,10,5125.708638558784,3,3,3,333,Amigos Platônicos
TEZEDU,190,30,259589.76471170076,5,5,5,555,Almas Gêmeas
TEZEE0,190,38,463265.07353704266,5,5,5,555,Almas Gêmeas
TEZEEC,2916,8,6505.09092969271,1,3,3,133,Clientes Regulares
TEZEET,794,11,22463.122671897683,3,3,4,334,Amigos Platônicos
TEZEFA,827,20,23962.525090885727,3,4,4,344,Prestes a te largar
TEZEFG,474,32,70013.79833576898,4,5,5,455,Amantes
TEZEG1,1319,32,52740.480515718846,2,5,5,255,Prestes a te largar
TEZEGF,409,48,63750.908444471635,4,5,5,455,Amantes
TEZEGX,296,37,412332.6342405501,4,5,5,455,Amantes
TEZEHW,157,38,351647.61158607475,5,5,5,555,Almas Gêmeas
TEZEI2,253,14,72567.50295948719,4,4,5,445,Amantes
TEZEI8,7005,4,23391.28393244595,1,2,4,124,Clientes Regulares
TEZEIH,395,22,13411.217240712867,4,4,4,444,Amantes
TEZEIQ,212,14,2537.906527729473,5,4,3,543,Amantes
TEZEJA,421,57,122239.41142035185,4,5,5,455,Amantes
TEZEJW,3958,2,705.8024289295199,1,1,2,112,Clientes Regulares
TEZEJX,3958,2,705.8024289295199,1,1,2,112,Clientes Regulares
TEZEK7,323,25,4590.9695736446465,4,4,3,443,Amantes
TEZELF,1033,8,491.10302543512176,3,3,2,332,Prestes a te largar
TEZEM1,1464,20,62549.244223566544,2,4,5,245,Prestes a te largar
TEZEN7,4316,4,1800.4784798210928,1,2,3,123,Clientes Regulares
TEZENA,305,15,9548.767741213991,4,4,4,444,Amantes
TEZENW,4096,14,11763.830634659309,1,4,4,144,Clientes Regulares
TEZEO4,1219,36,25820.64265907835,2,5,4,254,Prestes a te largar
TEZEOA,4310,4,2442.3444420419187,1,2,3,123,Clientes Regulares
TEZEPV,473,16,12526.61214635362,4,4,4,444,Amantes
TEZES3,333,47,162951.63867296922,4,5,5,455,Amantes
TEZESA,3413,11,6903.41061916048,1,3,3,133,Clientes Regulares
TEZESD,647,56,95404.18880481295,3,5,5,355,Prestes a te largar
TEZESX,1037,30,59873.43856259713,3,5,5,355,Prestes a te largar
TEZET6,225,47,164647.13422274133,5,5,5,555,Almas Gêmeas
TEZETL,673,24,9861.471671526688,3,4,4,344,Prestes a te largar
TEZEUQ,264,42,73381.65140436008,4,5,5,455,Amantes
TEZEV6,493,73,75223.23520152466,4,5,5,455,Amantes
TEZEV7,157,52,95363.10030289883,5,5,5,555,Almas Gêmeas
TEZEV8,233,62,69573.23408361104,5,5,5,555,Almas Gêmeas
TEZEV9,773,7,8164.15585151435,3,3,3,333,Amigos Platônicos
TEZEVH,4293,4,2189.360509497871,1,2,3,123,Clientes Regulares
TEZEW9,743,20,83971.40773401996,3,4,5,345,Prestes a te largar
TEZEXE,1219,23,9763.479756280474,2,4,4,244,Prestes a te largar
TEZEXM,702,14,199165.92351163656,3,4,5,345,Prestes a te largar
TEZEY2,131,38,46474.48397382652,5,5,5,555,Almas Gêmeas
TEZEYE,222,48,288411.59159202565,5,5,5,555,Almas Gêmeas
TEZEYQ,4445,6,3761.5232918098777,1,2,3,123,Clientes Regulares
TEZEZ0,236,12,33394.62738242521,5,3,4,534,Amantes
TEZEZI,745,37,32730.863527174875,3,5,4,354,Prestes a te largar
TEZF19,3858,12,4079.763702276128,1,3,3,133,Clientes Regulares
TEZF27,4811,6,48163.01793579728,1,2,5,125,Clientes Regulares
TEZF29,402,32,38771.516498717174,4,5,5,455,Amantes
TEZF71,498,21,9054.305833741888,4,4,3,443,Amantes
TEZF79,155,18,8098.172106267482,5,4,3,543,Amantes
TEZF81,204,93,170199.8118387301,5,5,5,555,Almas Gêmeas
TEZF82,733,29,70355.28607747995,3,5,5,355,Prestes a te largar
TEZF84,647,12,55205.71916498649,3,3,5,335,Prestes a te largar
TEZF97,593,15,39968.83813496126,3,4,5,345,Prestes a te largar
TEZFAB,198,23,67470.79673290963,5,4,5,545,Amantes
TEZFBB,144,118,545703.3302851252,5,5,5,555,Almas Gêmeas
TEZFBI,141,15,98070.56521370605,5,4,5,545,Amantes
TEZFBU,193,31,62900.3798179368,5,5,5,555,Almas Gêmeas
TEZFC6,618,49,41064.46005376062,3,5,5,355,Prestes a te largar
TEZFC8,3753,24,12742.282640899999,1,4,4,144,Clientes Regulares
TEZFCB,816,61,70273.83634097647,3,5,5,355,Prestes a te largar
TEZFD5,1011,29,39459.87712342719,3,5,5,355,Prestes a te largar
TEZFD6,549,12,3256.6147987785075,3,3,3,333,Amigos Platônicos
TEZFE6,157,32,38728.380718264925,5,5,5,555,Almas Gêmeas
TEZFES,815,10,3801.291782510392,3,3,3,333,Amigos Platônicos
TEZFET,188,28,77605.75454936374,5,5,5,555,Almas Gêmeas
TEZFEU,1314,4,488.43357600649347,2,2,2,222,Prestes a te largar
TEZFEZ,1219,7,3900.216954092285,2,3,3,233,Prestes a te largar
TEZFF9,2138,13,50107.08336787704,1,4,5,145,Clientes Regulares
TEZFFE,4258,4,1971.9243948569572,1,2,3,123,Clientes Regulares
TEZFFN,3687,12,5383.396687497522,1,3,3,133,Clientes Regulares
TEZFFQ,512,32,13654.961094762217,3,5,4,354,Prestes a te largar
TEZFGK,1767,5,2206.3230739774267,2,2,3,223,Prestes a te largar
TEZFGO,1892,24,60940.28928157053,1,4,5,145,Clientes Regulares
TEZFH9,1219,34,17505.09329217311,2,5,4,254,Prestes a te largar
TEZFHG,187,44,58582.93842779315,5,5,5,555,Almas Gêmeas
TEZFHJ,1524,3,184.53672687957382,2,1,2,212,Prestes a te largar
TEZFID,235,49,37891.65335546894,5,5,5,555,Almas Gêmeas
TEZFIE,4245,13,9148.93466309376,1,4,4,144,Clientes Regulares
TEZFIJ,4247,23,11373.721078631086,1,4,4,144,Clientes Regulares
TEZFIT,641,19,10359.006598734744,3,4,4,344,Prestes a te largar
TEZFJM,1219,5,3987.581517912394,2,2,3,223,Prestes a te largar
TEZFJN,4236,7,11201.241014682717,1,3,4,134,Clientes Regulares
TEZFK5,4237,5,2914.7276906176985,1,2,3,123,Clientes Regulares
TEZFK6,199,40,122390.11970699178,5,5,5,555,Almas Gêmeas
TEZFKA,190,43,85576.82723196952,5,5,5,555,Almas Gêmeas
TEZFKC,3923,52,12681.62097908091,1,5,4,154,Clientes Regulares
TEZFKZ,150,19,54376.40740658735,5,4,5,545,Amantes
TEZFLW,4229,8,11684.932639578195,1,3,4,134,Clientes Regulares
TEZFM5,976,18,214541.36788436573,3,4,5,345,Prestes a te largar
TEZFQ0,262,30,25056.103935004263,4,5,4,454,Amantes
TEZFQ2,3412,4,18913.709207443524,1,2,4,124,Clientes Regulares
TEZFRP,2194,2,4488.563608162131,1,1,3,113,Clientes Regulares
TEZFTH,1739,29,57822.086486630724,2,5,5,255,Prestes a te largar
TEZFTI,190,73,190635.47295608337,5,5,5,555,Almas Gêmeas
TEZFVF,962,26,47843.28095210803,3,5,5,355,Prestes a te largar
TEZFWS,1219,32,115785.0988838063,2,5,5,255,Prestes a te largar
TEZFXH,1219,26,60771.18491508854,2,5,5,255,Prestes a te largar
TEZFXT,3777,9,19373.76254235923,1,3,4,134,Clientes Regulares
TEZFYE,445,23,26606.6757058746,4,4,4,444,Amantes
TEZFYX,2924,23,174556.9334385695,1,4,5,145,Clientes Regulares
TEZFZ5,198,29,66221.27159587078,5,5,5,555,Almas Gêmeas
TEZFZF,683,17,22099.791687303066,3,4,4,344,Prestes a te largar
TEZG04,160,30,129391.23217524,5,5,5,555,Almas Gêmeas
TEZG13,418,46,98689.13760225117,4,5,5,455,Amantes
TEZG24,403,11,9765.606908108653,4,3,4,434,Amantes
TEZG31,248,32,24466.87026702978,5,5,4,554,Amantes
TEZG82,611,17,36713.12296165953,3,4,4,344,Prestes a te largar
TEZG93,4173,7,19221.730040648377,1,3,4,134,Clientes Regulares
TEZGAD,801,9,15505.658854700492,3,3,4,334,Amigos Platônicos
TEZGAF,3846,4,0.2186005831318276,1,2,1,121,Términos
TEZGAL,435,40,57870.77135880857,4,5,5,455,Amantes
TEZGAM,764,71,112384.01432272178,3,5,5,355,Prestes a te largar
TEZGB2,372,13,33577.36906220861,4,4,4,444,Amantes
TEZGB5,275,37,156373.94712653238,4,5,5,455,Amantes
TEZGBW,183,64,68763.75612427389,5,5,5,555,Almas Gêmeas
TEZGC5,3599,49,98316.35214243618,1,5,5,155,Ex-Amantes
TEZGCY,710,24,16843.07403773048,3,4,4,344,Prestes a te largar
TEZGD2,450,14,2070.80752786517,4,4,3,443,Amantes
TEZGDB,4153,28,4319.0430598007615,1,5,3,153,Clientes Regulares
TEZGDJ,4015,4,0.5086667415182905,1,2,1,121,Términos
TEZGE0,704,19,15597.223072031144,3,4,4,344,Prestes a te largar
TEZGEF,1100,18,2512.8683532461405,2,4,3,243,Prestes a te largar
TEZGEO,4149,4,8657.335582489228,1,2,3,123,Clientes Regulares
TEZGGX,347,37,24817.392098224307,4,5,4,454,Amantes
TEZGID,2096,3,5549.100133368816,1,1,3,113,Clientes Regulares
TEZGIV,351,59,113045.9074614434,4,5,5,455,Amantes
TEZGMI,1958,57,157260.73402286568,1,5,5,155,Ex-Amantes
TEZGMV,155,63,185909.28631019956,5,5,5,555,Almas Gêmeas
TEZGO9,1218,74,86540.09910925469,2,5,5,255,Prestes a te largar
TEZGOP,198,26,54505.31448891728,5,5,5,555,Almas Gêmeas
TEZGOT,711,42,7640.44350447628,3,5,3,353,Prestes a te largar
TEZGPG,3972,6,2929.344502685946,1,2,3,123,Clientes Regulares
TEZGQE,1916,43,65566.7478191151,1,5,5,155,Ex-Amantes
TEZGQJ,155,73,341100.5244086988,5,5,5,555,Almas Gêmeas
TEZGQL,131,65,252440.19302050443,5,5,5,555,Almas Gêmeas
TEZGQT,816,15,3150.5809043874674,3,4,3,343,Prestes a te largar
TEZGR6,2375,20,21152.280071290294,1,4,4,144,Clientes Regulares
TEZGRX,624,48,258041.1098997902,3,5,5,355,Prestes a te largar
TEZGTE,1388,18,12953.837559083193,2,4,4,244,Prestes a te largar
TEZGTG,1230,66,75292.035531208,2,5,5,255,Prestes a te largar
TEZGU0,550,48,451810.64260080486,3,5,5,355,Prestes a te largar
TEZGUA,843,43,100952.27160469875,3,5,5,355,Prestes a te largar
TEZGUV,4112,4,3125.6940687693746,1,2,3,123,Clientes Regulares
TEZGV5,4155,28,151256.94467658264,1,5,5,155,Ex-Amantes
TEZGVB,194,27,33857.92609522885,5,5,4,554,Amantes
TEZGWD,183,65,166062.74115281456,5,5,5,555,Almas Gêmeas
TEZGWY,172,7,460.4106627919404,5,3,2,532,Clientes Regulares
TEZGXL,246,13,13713.705797621536,5,4,4,544,Amantes
TEZGYJ,430,58,91825.91165567064,4,5,5,455,Amantes
TEZGZQ,191,22,123108.33192287138,5,4,5,545,Amantes
TEZGZU,1218,9,206.8718210753314,2,3,2,232,Prestes a te largar
TEZH10,613,97,309601.18089745584,3,5,5,355,Prestes a te largar
TEZH17,1218,7,2258.0010926012696,2,3,3,233,Prestes a te largar
TEZH39,3259,14,10500.815319326757,1,4,4,144,Clientes Regulares
TEZH55,198,21,21121.39433120821,5,4,4,544,Amantes
TEZH81,1648,30,38146.43233510905,2,5,5,255,Prestes a te largar
TEZHA0,156,24,12630.321307620206,5,4,4,544,Amantes
TEZHA1,256,28,18230.889266744456,4,5,4,454,Amantes
TEZHAA,1405,9,3201.262608815109,2,3,3,233,Prestes a te largar
TEZHAN,4079,9,5028.801318513494,1,3,3,133,Clientes Regulares
TEZHAX,191,25,54135.15643995721,5,4,5,545,Amantes
TEZHBA,520,22,5964.0881173003845,3,4,3,343,Prestes a te largar
TEZHBK,338,29,51225.44815503685,4,5,5,455,Amantes
TEZHBN,1079,11,12417.707017380291,2,3,4,234,Prestes a te largar
TEZHBP,1415,51,47334.790772599205,2,5,5,255,Prestes a te largar
TEZHC9,183,15,20236.911148712607,5,4,4,544,Amantes
TEZHCG,1218,5,30032.7858298703,2,2,4,224,Prestes a te largar
TEZHCN,1218,12,8260.146730653434,2,3,3,233,Prestes a te largar
TEZHCV,632,28,53847.82699271729,3,5,5,355,Prestes a te largar
TEZHDA,183,93,137093.81709932897,5,5,5,555,Almas Gêmeas
TEZHDF,198,84,268257.3282791662,5,5,5,555,Almas Gêmeas
TEZHDN,188,27,111522.11846586406,5,5,5,555,Almas Gêmeas
TEZHE3,246,9,15160.017701910132,5,3,4,534,Amantes
TEZHE7,211,47,101041.38917704117,5,5,5,555,Almas Gêmeas
TEZHEC,3522,9,7828.982303570116,1,3,3,133,Clientes Regulares
TEZHED,3165,32,17722.962404122914,1,5,4,154,Clientes Regulares
TEZHEF,198,50,36719.954229882416,5,5,4,554,Amantes
TEZHGT,186,33,71255.67245239833,5,5,5,555,Almas Gêmeas
TEZHH2,194,57,89226.8600225248,5,5,5,555,Almas Gêmeas
TEZHH6,3636,12,10261.060925919568,1,3,4,134,Clientes Regulares
TEZHHT,198,30,429543.6677098376,5,5,5,555,Almas Gêmeas
TEZHIL,198,27,113216.40750857146,5,5,5,555,Almas Gêmeas
TEZHJ3,1432,37,71584.17027484237,2,5,5,255,Prestes a te largar
TEZHJO,1218,24,100660.30109892451,2,4,5,245,Prestes a te largar
TEZHJV,4049,4,2765.772412500198,1,2,3,123,Clientes Regulares
TEZHKM,194,30,132243.76379609943,5,5,5,555,Almas Gêmeas
TEZHLC,171,24,41334.37712378262,5,4,5,545,Amantes
TEZHLQ,3601,14,29627.26072887391,1,4,4,144,Clientes Regulares
TEZHM6,2291,22,23827.63591952128,1,4,4,144,Clientes Regulares
TEZHN1,1464,6,17144.906792889804,2,2,4,224,Prestes a te largar
TEZHO0,1218,8,1211.1481231271553,2,3,2,232,Prestes a te largar
TEZHOD,674,36,111160.96507938602,3,5,5,355,Prestes a te largar
TEZHP7,2585,42,89288.4423291074,1,5,5,155,Ex-Amantes
TEZHQD,1218,2,0.4329973088957355,2,1,1,211,Prestes a te largar
TEZHQL,198,21,66461.22357057424,5,4,5,545,Amantes
TEZHQP,3673,36,39401.86389174988,1,5,5,155,Ex-Amantes
