CD_CLIENTE,DATA_RECENTE,FREQUENCIA,MONETARIO,RECENCIA,R_SCORE,F_SCORE,M_SCORE,RFM_SCORE,SEGMENTO_RFM
TCAN36,2024-05-22,30,1043.519310581354,425,4,4,2,442,Clientes Leais
TCAN66,2018-07-11,0,1783.5537500578444,2567,1,1,2,112,Perdidos
TCANA8,2024-12-26,65,20507.114081035623,207,5,5,4,554,Campeões
TCANAX,2017-04-18,0,311.8085086933441,3016,1,1,2,112,Perdidos
TCANCE,2017-08-14,0,211.42039474742026,2898,1,1,2,112,Perdidos
TCANF4,2017-08-14,0,256.5361920199354,2898,1,1,2,112,Perdidos
TCANFN,2017-10-20,0,311.5646849660051,2831,1,1,2,112,Perdidos
TCANFQ,2017-04-12,0,280.09460870975795,3022,1,1,2,112,Perdidos
TCANGN,2017-04-11,0,312.68711488324,3023,1,1,2,112,Perdidos
TCANHX,2018-04-13,0,282.20074125108533,2656,1,1,2,112,Perdidos
TCANJJ,2017-07-03,0,350.18552260508415,2940,1,1,2,112,Perdidos
TCANK7,2017-06-08,0,273.6837262236803,2965,1,1,2,112,Perdidos
TCANN1,2017-08-14,0,281.3053196317182,2898,1,1,2,112,Perdidos
TCANP4,2023-09-25,0,65.2186432059071,665,3,1,1,311,Potencial para Retenção
TCANUZ,2024-02-02,0,556.0231947679074,535,3,1,2,312,Potencial para Retenção
TCANWL,2021-08-26,0,109.81736602216782,1425,2,1,1,211,Perdidos
TCAOL5,2016-09-05,0,91.23211259859451,3241,1,1,1,111,Perdidos
TCAOQ8,2024-12-02,2,364.8275578175482,231,5,4,2,542,Clientes Leais
TCAOQO,2020-04-01,0,125696.73518530437,1937,1,1,5,115,Adormecidos
TCAOS3,2023-08-14,0,2203.0272498009845,707,3,1,3,313,Potencial para Retenção
TCAOV1,2016-11-22,0,138.512896415588,3163,1,1,1,111,Perdidos
TCAPIM,2024-05-16,16,903.9890806827294,431,4,4,2,442,Clientes Leais
TCAPKI,2016-09-21,0,91.23211259859451,3225,1,1,1,111,Perdidos
TCAQDH,2016-09-19,0,88.49540145207884,3227,1,1,1,111,Perdidos
TCAQN1,2017-08-01,0,0.00420385736791976,2911,1,1,1,111,Perdidos
TCAQT1,2016-09-16,0,88.49540145207884,3230,1,1,1,111,Perdidos
TCAQT3,2016-09-06,0,88.49540145207884,3240,1,1,1,111,Perdidos
TCAQT4,2015-05-13,0,90.60153399340668,3722,1,1,1,111,Perdidos
TCAQU5,2020-08-12,0,187.84095877075845,1804,1,1,1,111,Perdidos
TCAQU6,2016-11-14,0,88.49540145207884,3171,1,1,1,111,Perdidos
TCAQW2,2016-09-22,0,91.23211259859451,3224,1,1,1,111,Perdidos
TCAQWQ,2020-08-12,0,185.10424762424276,1804,1,1,1,111,Perdidos
TCAQXA,2020-08-12,0,185.86514580783629,1804,1,1,1,111,Perdidos
TCARLC,2018-01-10,0,2794.9387749188163,2749,1,1,3,113,Adormecidos
TCARW7,2017-02-24,0,85.21639270510143,3069,1,1,1,111,Perdidos
TCARW8,2017-03-01,0,88.9704373346538,3064,1,1,1,111,Perdidos
TCASEN,2024-08-20,18,595.6277350310785,335,4,4,2,442,Clientes Leais
TCASHA,2015-03-06,0,88.49540145207884,3790,1,1,1,111,Perdidos
TCASHU,2017-06-22,0,1115.3674368564696,2951,1,1,2,112,Perdidos
TCASVR,2017-06-30,0,274.827175427754,2943,1,1,2,112,Perdidos
TCATCY,2019-10-29,0,739.3786377270945,2092,1,1,2,112,Perdidos
TCATXY,2024-07-12,212,68758.4172254166,374,4,5,5,455,Campeões
TCAUCX,2024-10-14,30,649.3782553373011,280,4,4,2,442,Clientes Leais
TCAUD4,2024-12-30,17,7496.621136205009,203,5,4,3,543,Clientes Leais
TCAUJR,2023-12-14,0,599.3817796606317,585,3,1,2,312,Potencial para Retenção
TCAUPK,2017-08-01,0,409.10678747384804,2911,1,1,2,112,Perdidos
TCAVJ1,2021-10-18,0,480.8203903131905,1372,2,1,2,212,Perdidos
TCAVO6,2024-12-09,15,1236.047570317343,224,5,4,2,542,Clientes Leais
TCAW21,2022-08-05,0,183.0191343697546,1081,2,1,1,211,Perdidos
TCAWFB,2016-09-28,0,91.23211259859451,3218,1,1,1,111,Perdidos
TCAWHU,2013-10-10,0,78.1749316138359,4302,1,1,1,111,Perdidos
TCAWJ7,2013-11-18,0,148.345718799152,4263,1,1,1,111,Perdidos
TCAWN0,2012-07-02,0,255.623954971097,4767,1,1,2,112,Perdidos
TCAWPS,2020-05-20,0,2706.3508886046484,1888,1,1,3,113,Adormecidos
TCAWRC,2017-09-06,0,9822.749941310787,2875,1,1,3,113,Adormecidos
TCAWUC,2014-02-27,0,196.828805823371,4162,1,1,1,111,Perdidos
TCAWUW,2014-06-25,0,162.815395859532,4044,1,1,1,111,Perdidos
TCAWV5,2021-10-27,0,26509.52456210201,1363,2,1,4,214,Adormecidos
TCAWXR,2023-06-14,0,208.96113818718788,768,3,1,2,312,Potencial para Retenção
TCAXD3,2019-12-10,0,206.39678519275643,2050,1,1,2,112,Perdidos
TCAXOT,2013-10-29,0,126.321710048621,4283,1,1,1,111,Perdidos
TCAXRU,2022-05-11,0,398.04223488148205,1167,2,1,2,212,Perdidos
TCAXST,2020-06-12,0,226.7854934271673,1865,1,1,2,112,Perdidos
TCAXTX,2013-01-24,0,264.89346046736,4561,1,1,2,112,Perdidos
TCAXU6,2019-11-13,0,183.6791399765182,2077,1,1,1,111,Perdidos
TCAXVZ,2013-12-16,0,176.503155449479,4235,1,1,1,111,Perdidos
TCAYA0,2022-02-07,0,301.0466338314695,1260,2,1,2,212,Perdidos
TCAYBT,2025-02-13,7,213.78296258819148,158,5,4,2,542,Clientes Leais
TCAYI4,2014-09-09,0,127.397897534808,3968,1,1,1,111,Perdidos
TCAYK0,2019-02-05,0,638.5449149001726,2358,1,1,2,112,Perdidos
TCAYL9,2020-08-12,0,185.86514580783629,1804,1,1,1,111,Perdidos
TCAYM0,2020-07-03,0,185.0958399095071,1844,1,1,1,111,Perdidos
TCAYQ5,2017-04-11,0,335.40476009947804,3023,1,1,2,112,Perdidos
TCAZ52,2017-04-17,0,312.85947303532413,3017,1,1,2,112,Perdidos
TCAZKM,2019-02-05,0,145.667861655788,2358,1,1,1,111,Perdidos
TCAZNL,2023-10-18,0,215.9815799916135,642,3,1,2,312,Potencial para Retenção
TCB063,2024-09-16,120,28742.109133056838,308,4,5,4,454,Campeões
TCB167,2014-06-26,0,138.151364681947,4043,1,1,1,111,Perdidos
TCB237,2018-07-05,0,310.6944864908458,2573,1,1,2,112,Perdidos
TCBA21,2015-04-22,0,239.258338237785,3743,1,1,2,112,Perdidos
TCBAE4,2022-06-21,0,47.0075330880788,1126,2,1,1,211,Perdidos
TCBANZ,2024-12-26,27,36146.44719232126,207,5,4,4,544,Campeões
TCBAPA,2022-04-19,0,199.4814398225285,1189,2,1,1,211,Perdidos
TCBAQ4,2019-08-01,0,8111.006482811748,2181,1,1,3,113,Adormecidos
TCBBAU,2024-11-19,13,1254.9901516171903,244,4,4,2,442,Clientes Leais
TCBCNW,2017-09-18,0,1145.3157167455317,2863,1,1,2,112,Perdidos
TCBCPR,2018-04-13,0,340.89079396461307,2656,1,1,2,112,Perdidos
TCBCQ4,2017-10-20,0,326.7574254936676,2831,1,1,2,112,Perdidos
TCBCQR,2017-10-20,0,542.4783663284691,2831,1,1,2,112,Perdidos
TCBDCP,2016-09-09,0,91.23211259859451,3237,1,1,1,111,Perdidos
TCBDRJ,2016-11-01,0,98.06338082146425,3184,1,1,1,111,Perdidos
TCBEPW,2019-10-25,0,221.95946516879502,2096,1,1,2,112,Perdidos
TCBEV8,2020-08-12,0,195.37847503143877,1804,1,1,1,111,Perdidos
TCBG82,2023-12-14,0,753.9029649332579,585,3,1,2,312,Potencial para Retenção
TCBHHI,2019-08-29,0,41.95870038920711,2153,1,1,1,111,Perdidos
TCBHPC,2019-04-04,0,306.6251525586998,2300,1,1,2,112,Perdidos
TCBHV8,2018-01-08,0,12747.953644489333,2751,1,1,4,114,Adormecidos
TCBHVX,2016-09-14,0,89.25629963567236,3232,1,1,1,111,Perdidos
TCBHXQ,2017-10-20,0,1051.5276588672414,2831,1,1,2,112,Perdidos
TCBIDT,2015-02-06,0,153.104485339638,3818,1,1,1,111,Perdidos
TCBIEK,2024-08-26,2,254.9975802232772,329,4,4,2,442,Clientes Leais
TCBIFX,2020-08-11,0,171.4879536095506,1805,1,1,1,111,Perdidos
TCBIKC,2016-07-25,0,1442.8605373895223,3283,1,1,2,112,Perdidos
TCBIL7,2013-02-01,0,150.359366478386,4553,1,1,1,111,Perdidos
TCBIMT,2016-09-15,0,91.23211259859451,3231,1,1,1,111,Perdidos
TCBINB,2017-09-18,0,315.22624473346303,2863,1,1,2,112,Perdidos
TCBIRJ,2015-11-26,0,248.355485581964,3525,1,1,2,112,Perdidos
TCBJ30,2017-08-28,0,328.2582025740139,2884,1,1,2,112,Perdidos
TCBJA3,2023-05-17,0,1176.6891042823172,796,3,1,2,312,Potencial para Retenção
TCBJL5,2019-07-25,0,931.9741591809703,2188,1,1,2,112,Perdidos
TCBJLI,2023-03-06,0,215.1534200901329,868,3,1,2,312,Potencial para Retenção
TCBJP0,2017-11-06,0,343.09361522540297,2814,1,1,2,112,Perdidos
TCBJYQ,2020-12-29,0,1762.467201500358,1665,2,1,2,212,Perdidos
TCBKBW,2016-04-28,0,113.882496096946,3371,1,1,1,111,Perdidos
TCBKKJ,2017-04-13,0,334.79099692376184,3021,1,1,2,112,Perdidos
TCBKML,2017-06-07,0,274.23443153887814,2966,1,1,2,112,Perdidos
TCBKNY,2017-04-17,0,312.85947303532413,3017,1,1,2,112,Perdidos
TCBKOK,2017-08-14,0,315.13796372873645,2898,1,1,2,112,Perdidos
TCBKOQ,2017-09-18,0,306.62515255869914,2863,1,1,2,112,Perdidos
TCBKPD,2017-05-16,0,311.8757704112315,2988,1,1,2,112,Perdidos
TCBL46,2020-01-16,0,409.07315661490395,2013,1,1,2,112,Perdidos
TCBLAJ,2015-03-31,0,91.23211259859451,3765,1,1,1,111,Perdidos
TCBLLU,2015-07-28,0,91.23211259859451,3646,1,1,1,111,Perdidos
TCBLNR,2016-09-05,0,89.25629963567236,3241,1,1,1,111,Perdidos
TCBLO0,2016-10-10,0,89.25629963567236,3206,1,1,1,111,Perdidos
TCBLOF,2020-08-12,0,187.84095877075845,1804,1,1,1,111,Perdidos
TCBLYJ,2012-04-10,0,195.65172576035317,4850,1,1,1,111,Perdidos
TCBLZO,2016-08-30,0,91.23211259859451,3247,1,1,1,111,Perdidos
TCBMLV,2020-08-25,0,166.4096939091037,1791,2,1,1,211,Perdidos
TCBMMC,2020-08-12,0,182.2161976124819,1804,1,1,1,111,Perdidos
TCBNKR,2021-10-27,0,1226.4837948053262,1363,2,1,2,212,Perdidos
TCBNZS,2023-03-14,0,290.6883292769152,860,3,1,2,312,Potencial para Retenção
TCBO15,2024-12-11,15,512.954676033569,222,5,4,2,542,Clientes Leais
TCBOEW,2024-05-23,69,9357.83274342043,424,4,5,3,453,Clientes Leais
TCBOPS,2024-06-28,30,900.3443363447428,388,4,4,2,442,Clientes Leais
TCBOQQ,2023-09-14,0,5163.030484271172,676,3,1,3,313,Potencial para Retenção
TCBPMZ,2022-04-27,0,1573.6635593923465,1181,2,1,2,212,Perdidos
TCBQC0,2023-10-02,0,300.0881543515843,658,3,1,2,312,Potencial para Retenção
TCBRBG,2019-12-26,0,1221.9268134185018,2034,1,1,2,112,Perdidos
TCBRJB,2018-04-16,0,1879.157874319076,2653,1,1,2,112,Perdidos
TCBS20,2023-11-30,0,2541.2401866222303,599,3,1,3,313,Potencial para Retenção
TCBSJ2,2022-08-30,0,1771.9300844355475,1056,2,1,2,212,Perdidos
TCBTCJ,2024-03-21,20,1228.9808860818696,487,4,4,2,442,Clientes Leais
TD0010,2020-07-17,0,2826.2070660214063,1830,1,1,3,113,Adormecidos
TD0037,2021-11-16,0,7524.967746436893,1343,2,1,3,213,Adormecidos
TD0066,2024-10-28,10,3885.2386102903833,266,4,4,3,443,Clientes Leais
TD0069,2023-02-28,0,29840.749421446362,874,3,1,4,314,Potencial para Retenção
TD0078,2010-08-24,0,601.0843418946384,5445,1,1,2,112,Perdidos
TD0106,2013-09-05,0,5250.664094962829,4337,1,1,3,113,Adormecidos
TD0111,2024-02-29,0,12450.059903683792,508,3,1,4,314,Potencial para Retenção
TD0123,2024-06-11,13,4768.389170000333,405,4,4,3,443,Clientes Leais
TD0133,2019-03-29,0,17625.39928232824,2306,1,1,4,114,Adormecidos
TD0135,2022-10-27,0,6284.0479054301195,998,2,1,3,213,Adormecidos
TD0142,2022-03-31,0,69656.7773410837,1208,2,1,5,215,Adormecidos
TD0181,2008-03-31,0,8391.555108117236,6321,1,1,3,113,Adormecidos
TD0182,2013-11-01,0,9268.303193055848,4280,1,1,3,113,Adormecidos
TD0240,2013-03-01,0,22082.190136503632,4525,1,1,4,114,Adormecidos
TD0277,2021-03-18,0,3912.685595045531,1586,2,1,3,213,Adormecidos
TD0290,2022-08-25,0,40575.770042454686,1061,2,1,4,214,Adormecidos
TD0306,2009-08-29,0,2974.380426668473,5805,1,1,3,113,Adormecidos
TD0317,2024-08-02,58,26398.668843309973,353,4,5,4,454,Campeões
TD0324,2010-11-09,0,1746.912929239056,5368,1,1,2,112,Perdidos
TD0341,2010-10-28,0,415.1393227968125,5380,1,1,2,112,Perdidos
TD0342,2024-06-17,16,13343.472079228846,399,4,4,4,444,Campeões
TD0344,2022-10-19,0,13886.396054438308,1006,2,1,4,214,Adormecidos
TD0358,2023-10-27,0,43651.976302288924,633,3,1,4,314,Potencial para Retenção
TD0407,2013-12-10,0,10607.614315758776,4241,1,1,3,113,Adormecidos
TD0421,2013-11-07,0,13179.143294716858,4274,1,1,4,114,Adormecidos
TD0472,2022-09-30,0,11634.250935150556,1025,2,1,3,213,Adormecidos
TD0505,2020-07-08,0,2056.787663543162,1839,1,1,2,112,Perdidos
TD0512,2018-06-05,0,17497.19004032143,2603,1,1,4,114,Adormecidos
TD0532,2023-06-29,0,8610.441553550074,753,3,1,3,313,Potencial para Retenção
TD0567,2021-08-31,0,2292.1658414303542,1420,2,1,3,213,Adormecidos
TD0569,2020-10-26,0,21632.755745299328,1729,2,1,4,214,Adormecidos
TD0631,2018-11-30,0,24903.276904250903,2425,1,1,4,114,Adormecidos
TD0647,2024-09-05,140,263572.38988177635,319,4,5,5,455,Campeões
TD0659,2021-08-30,0,26337.56998032462,1421,2,1,4,214,Adormecidos
TD0675,2021-04-28,0,59974.70528273303,1545,2,1,5,215,Adormecidos
TD0679,2017-02-24,0,23360.797558813785,3069,1,1,4,114,Adormecidos
TD0698,2020-11-20,0,2731.780021823194,1704,2,1,3,213,Adormecidos
TD0718,2017-10-26,0,2325.6747885100417,2825,1,1,3,113,Adormecidos
TD2587,2024-04-25,5,120.20930143566552,452,4,4,1,441,Clientes Leais
TD2666,2020-06-01,0,133.85081859456508,1876,1,1,1,111,Perdidos
TD2861,2024-06-25,9,351.698911257535,391,4,4,2,442,Clientes Leais
TD3049,2020-10-28,0,247.03967822580506,1727,2,1,2,212,Perdidos
TD3499,2023-08-18,0,221.5558948614756,703,3,1,2,312,Potencial para Retenção
TD4169,2022-10-27,0,1326.2539417181645,998,2,1,2,212,Perdidos
TD4347,2025-02-25,290,105980.11864758974,146,5,5,5,555,Campeões
TD4405,2023-10-27,0,536.7316933065233,633,3,1,2,312,Potencial para Retenção
TD4616,2025-03-14,65,483.5108590286595,129,5,5,2,552,Clientes Leais
TDC00T,2022-06-28,0,30178.764776971322,1119,2,1,4,214,Adormecidos
TDC00W,2025-03-17,201,40094.32327739366,126,5,5,4,554,Campeões
TDC00X,2024-12-23,20,3955.434620619913,210,5,4,3,543,Clientes Leais
TDC011,2025-01-31,396,42445.87701186064,171,5,5,4,554,Campeões
TDC014,2022-02-03,0,28118.601415961737,1264,2,1,4,214,Adormecidos
TDC01I,2024-11-25,30,51100.215244046456,238,5,4,5,545,Campeões
TDC01O,2025-03-19,236,126048.45511584864,124,5,5,5,555,Campeões
TDC01Q,2025-01-29,902,69863.85935502745,173,5,5,5,555,Campeões
TDC01U,2024-11-08,172,15816.286079473455,255,4,5,4,454,Campeões
TDC01Y,2024-11-19,1024,115569.22660410615,244,4,5,5,455,Campeões
TDC01Z,2025-01-14,847,58296.05038557686,188,5,5,5,555,Campeões
TDC023,2024-10-08,862,104240.73062303917,286,4,5,5,455,Campeões
TDC024,2021-09-23,0,4076.3543739507563,1397,2,1,3,213,Adormecidos
TDC02G,2024-07-01,86,14751.02441858521,385,4,5,4,454,Campeões
TDC047,2024-09-11,32,40221.687544069486,313,4,5,4,454,Campeões
TDC04B,2024-07-04,5,1132.5233787749507,382,4,4,2,442,Clientes Leais
TDC04H,2024-07-25,472,72311.99250866496,361,4,5,5,455,Campeões
TDC04J,2024-09-11,16,832.6159902901875,313,4,4,2,442,Clientes Leais
TDC04Q,2024-04-29,18,12760.92254446937,448,4,4,4,444,Campeões
TDC04T,2015-02-01,0,294.58530505697695,3823,1,1,2,112,Perdidos
TDC04U,2019-03-01,0,82.47127384384983,2334,1,1,1,111,Perdidos
TDC05E,2025-02-24,14,26170.554930954517,147,5,4,4,544,Campeões
TDC05I,2014-08-01,0,705.8024289295199,4007,1,1,2,112,Perdidos
TDC06I,2014-08-01,0,705.8024289295199,4007,1,1,2,112,Perdidos
TDC06P,2020-07-01,0,292.3572606519799,1846,1,1,2,112,Perdidos
TDC06S,2025-03-13,250,19964.997246440835,130,5,5,4,554,Campeões
TDC07A,2021-10-29,0,264.6958791710678,1361,2,1,2,212,Perdidos
TDC087,2017-11-01,0,477.07895725574195,2819,1,1,2,112,Perdidos
TDC088,2014-10-01,0,705.8024289295199,3946,1,1,2,112,Perdidos
TDC08C,2024-01-08,0,29857.001534030718,560,3,1,4,314,Potencial para Retenção
TDC08L,2014-10-01,0,705.8024289295199,3946,1,1,2,112,Perdidos
TDC08X,2014-09-01,0,705.8024289295199,3976,1,1,2,112,Perdidos
TDC091,2014-10-01,0,705.8024289295199,3946,1,1,2,112,Perdidos
TDC098,2025-02-28,88,19625.018689525063,143,5,5,4,554,Campeões
TDC099,2025-01-27,216,30048.15092855004,175,5,5,4,554,Campeões
TDC09F,2017-11-01,0,998.4245325956782,2819,1,1,2,112,Perdidos
TDC09G,2024-09-27,5,73091.2993836725,297,4,4,5,445,Campeões
TDC09J,2024-11-26,10,12464.550600031022,237,5,4,4,544,Campeões
TDC0AJ,2023-06-19,0,1553.0898814337481,763,3,1,2,312,Potencial para Retenção
TDC0AQ,2025-02-27,5,317.31135798795134,144,5,4,2,542,Clientes Leais
TDC0AZ,2019-04-01,0,15.545864546567271,2303,1,1,1,111,Perdidos
TDC0B4,2020-07-31,0,253.97183902550415,1816,1,1,2,112,Perdidos
TDC0BF,2017-05-01,0,561.9212066550989,3003,1,1,2,112,Perdidos
TDC0BR,2024-05-06,5,717.7203645675723,441,4,4,2,442,Clientes Leais
TDC0BT,2019-01-01,0,705.8024289295199,2393,1,1,2,112,Perdidos
TDC0CA,2017-09-01,0,3417.5973128256246,2880,1,1,3,113,Adormecidos
TDC0DE,2018-06-01,0,1092.4227833423656,2607,1,1,2,112,Perdidos
TDC0DF,2020-12-16,0,2025.5067608684626,1678,2,1,2,212,Perdidos
TDC0DW,2016-03-01,0,51.90082306433744,3429,1,1,1,111,Perdidos
TDC0DX,2016-03-01,0,51.90082306433744,3429,1,1,1,111,Perdidos
TDC0F2,2018-05-01,0,1199.8271352353465,2638,1,1,2,112,Perdidos
TDC0FD,2024-10-02,20,1024.9929111609308,292,4,4,2,442,Clientes Leais
TDC0G4,2017-07-01,0,705.8024289295199,2942,1,1,2,112,Perdidos
TDC0G8,2017-09-01,0,705.8024289295199,2880,1,1,2,112,Perdidos
TDC0GL,2017-05-01,0,705.8024289295199,3003,1,1,2,112,Perdidos
TDC0GM,2021-12-27,0,862.337261881381,1302,2,1,2,212,Perdidos
TDC0GU,2024-12-20,212,154979.62432631306,213,5,5,5,555,Campeões
TDC0GW,2017-05-01,0,705.8024289295199,3003,1,1,2,112,Perdidos
TDC0H7,2020-02-01,0,33.39123907338662,1997,1,1,1,111,Perdidos
TDC0I1,2023-11-23,0,661.3634526932401,606,3,1,2,312,Potencial para Retenção
TDC0I6,2025-02-28,84,2470.2160163912254,143,5,5,3,553,Clientes Leais
TDC0I8,2020-04-01,0,674.4963031106219,1937,1,1,2,112,Perdidos
TDC0IK,2021-03-29,0,5083.081524848075,1575,2,1,3,213,Adormecidos
TDC0IM,2021-06-11,0,2747.5486908102603,1501,2,1,3,213,Adormecidos
TDC0IN,2025-02-06,1464,78187.32458535644,165,5,5,5,555,Campeões
TDC0IX,2024-09-11,16,961.401160756409,313,4,4,2,442,Clientes Leais
TDC0IY,2020-08-25,0,2104.001185642264,1791,2,1,2,212,Perdidos
TDC0J0,2025-03-10,462,39413.180675784315,133,5,5,4,554,Campeões
TDC0J5,2025-02-13,126,11991.440084130598,158,5,5,4,554,Campeões
TDC0J8,2019-11-01,0,340.29805007573697,2089,1,1,2,112,Perdidos
TDC0JP,2016-07-01,0,705.8024289295199,3307,1,1,2,112,Perdidos
TDC0K3,2024-08-27,4,110.78845707415742,328,4,4,1,441,Clientes Leais
TDC0K5,2016-03-01,0,1639.1260263255936,3429,1,1,2,112,Perdidos
TDC0KM,2017-07-01,0,705.8024289295199,2942,1,1,2,112,Perdidos
TDC0KP,2024-05-27,259,27858.0253170112,420,4,5,4,454,Campeões
TDC0MZ,2025-02-26,25,1992.7334888281628,145,5,4,2,542,Clientes Leais
TDC0NF,2024-11-11,28,19748.4691649914,252,4,4,4,444,Campeões
TDC0NZ,2024-12-20,60,4469.272106700742,213,5,5,3,553,Clientes Leais
TDC0O9,2023-11-29,0,9613.225486236299,600,3,1,3,313,Potencial para Retenção
TDC0OP,2018-12-01,0,705.8024289295199,2424,1,1,2,112,Perdidos
TDC0OT,2020-01-01,0,189.6990637273789,2028,1,1,1,111,Perdidos
TDC0P7,2020-01-01,0,705.9411562226619,2028,1,1,2,112,Perdidos
TDC0PH,2019-12-01,0,619.6401683166372,2059,1,1,2,112,Perdidos
TDC0PZ,2024-11-07,13,869.1979571058246,256,4,4,2,442,Clientes Leais
TDC0Q0,2022-11-24,0,2577.477437133698,970,3,1,3,313,Potencial para Retenção
TDC0QC,2024-11-07,13,794.0834336558343,256,4,4,2,442,Clientes Leais
TDC0QT,2024-12-27,236,7212.247000694707,206,5,5,3,553,Clientes Leais
TDC0QU,2024-10-29,3,21.12438327379679,265,4,4,1,441,Clientes Leais
TDC0SA,2020-08-12,0,1527.4085167731273,1804,1,1,2,112,Perdidos
TDC0SI,2014-01-01,0,705.8024289295199,4219,1,1,2,112,Perdidos
TDC0SJ,2021-11-09,0,401.464174778969,1350,2,1,2,212,Perdidos
TDC0SP,2024-10-10,258,17673.815107634582,284,4,5,4,454,Campeões
TDC0T2,2025-02-21,82,10191.903268359927,150,5,5,3,553,Clientes Leais
TDC0T5,2022-11-28,0,1578.270987067586,966,3,1,2,312,Potencial para Retenção
TDC0T8,2018-09-01,0,705.8024289295199,2515,1,1,2,112,Perdidos
TDC0TJ,2024-10-11,16,16755.230234170427,283,4,4,4,444,Campeões
TDC0VF,2021-04-30,0,3015.414278436738,1543,2,1,3,213,Adormecidos
TDC0X0,2020-04-01,0,35.60667190628032,1937,1,1,1,111,Perdidos
TDC0X5,2019-01-01,0,705.8024289295199,2393,1,1,2,112,Perdidos
TDC0XC,2024-12-12,5,2562.3561621812923,221,5,4,3,543,Clientes Leais
TDC0YR,2024-06-25,5,12838.769575208502,391,4,4,4,444,Campeões
TDC118,2025-03-14,3,555.6574591768979,129,5,4,2,542,Clientes Leais
TDC11I,2025-01-31,2,44.31706437261015,171,5,4,1,541,Clientes Leais
TDC135,2020-03-01,0,90.10547882399213,1968,1,1,1,111,Perdidos
TDC13Q,2024-06-12,8,2663.5808437434403,404,4,4,3,443,Clientes Leais
TDC13R,2021-11-23,0,3141.6519113380014,1336,2,1,3,213,Adormecidos
TDC14T,2024-10-28,78,8882.330232677661,266,4,5,3,453,Clientes Leais
TDC15M,2023-09-22,0,2297.9545530259757,668,3,1,3,313,Potencial para Retenção
TDC164,2024-01-24,0,734.4895516082048,544,3,1,2,312,Potencial para Retenção
TDC168,2024-09-11,34,2164.7301091792383,313,4,5,3,453,Clientes Leais
TDC16F,2024-09-30,1,267.491444320734,294,4,3,2,432,Potencial para Retenção
TDC17Y,2023-09-05,0,48392.74192552462,685,3,1,5,315,Potencial para Retenção
TDC1FK,2021-01-12,0,17832.683081425632,1651,2,1,4,214,Adormecidos
TDC1GA,2025-03-19,3765,116741.17796113493,124,5,5,5,555,Campeões
TDC1GL,2023-11-08,0,379.2636040189846,621,3,1,2,312,Potencial para Retenção
TDC1GZ,2016-02-01,0,40.57142745779356,3458,1,1,1,111,Perdidos
TDC1IM,2024-07-12,58,35336.56986653415,374,4,5,4,454,Campeões
TDC1IR,2021-10-29,0,5763.8541870089975,1361,2,1,3,213,Adormecidos
TDC1IV,2025-02-21,2,184.2844954374985,150,5,4,1,541,Clientes Leais
TDC1IY,2025-02-21,2,137.0751771957596,150,5,4,1,541,Clientes Leais
TDC1J5,2024-11-28,186,58470.72065921391,235,5,5,5,555,Campeões
TDC1J8,2024-06-12,220,24160.879896933653,404,4,5,4,454,Campeões
TDC1J9,2022-05-24,0,4289.998609245803,1154,2,1,3,213,Adormecidos
TDC1JB,2025-02-21,2,155.9589044924552,150,5,4,1,541,Clientes Leais
TDC1KC,2025-02-24,445,137135.78420743285,147,5,5,5,555,Campeões
TDC1KD,2025-03-19,396,46891.460382293124,124,5,5,4,554,Campeões
TDC1KH,2025-02-27,357,101206.09630871635,144,5,5,5,555,Campeões
TDC1KP,2023-11-14,0,45317.54038760136,615,3,1,4,314,Potencial para Retenção
TDC1KW,2024-04-24,86,96993.70511033964,453,4,5,5,455,Campeões
TDC1KY,2024-04-19,35,11982.557333512179,458,4,5,4,454,Campeões
TDC1LC,2025-02-21,2,108.74958625071629,150,5,4,1,541,Clientes Leais
TDC1LS,2024-10-11,5,585.7024277854208,283,4,4,2,442,Clientes Leais
TDC1N3,2020-05-01,0,217.37305678039456,1907,1,1,2,112,Perdidos
TDC1NE,2024-11-29,90,25363.624509182362,234,5,5,4,554,Campeões
TDC1NS,2021-05-12,0,3223.202540418279,1531,2,1,3,213,Adormecidos
TDC1NV,2024-12-17,510,63158.3200983176,216,5,5,5,555,Campeões
TDC1NX,2025-01-07,42,598.3055921744442,195,5,5,2,552,Clientes Leais
TDC1O0,2025-02-17,6,407.774164688217,154,5,4,2,542,Clientes Leais
TDC1O6,2025-01-07,3,407.774164688217,195,5,4,2,542,Clientes Leais
TDC1OB,2025-01-08,6,407.774164688217,194,5,4,2,542,Clientes Leais
TDC1OG,2025-01-07,3,483.44359731077304,195,5,4,2,542,Clientes Leais
TDC1OQ,2025-01-08,6,407.774164688217,194,5,4,2,542,Clientes Leais
TDC1P2,2024-07-18,19,745.5372887710981,368,4,4,2,442,Clientes Leais
TDC213,2024-11-29,14,15871.642473294212,234,5,4,4,544,Campeões
TDC21L,2022-07-08,0,886.299248878523,1109,2,1,2,212,Perdidos
